"Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
"F",0.6,0.475,0.17,1.088,"CHPDi9ptQv",0.2475,0.31,"10"
"F",0.6,0.485,0.145,0.776,0.3545,0.1585,"17cSRRaSLE","9"
"F",0.62,0.48,0.165,"nLDg102WIQ",0.4835,0.221,0.31,"10"
"M",0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,"9"
"F",0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,"10"
"F",0.625,0.5,0.175,1.273,0.564,0.302,0.374,"9"
"M",0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,"11"
"c2TkiuJhcJ",0.625,0.485,0.16,"4TVXWIievO",0.631,0.2235,"HjMZYGXQ2x","9"
"I",0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,"11"
"M",0.635,0.495,0.17,1.3695,0.657,"zKSj4CULyq",0.365,"10"
"M",0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,"12"
"M",0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,"11"
"F",0.65,0.52,0.195,"cCx7xxvvGQ",0.689,0.3905,0.432,"11"
"F",0.65,0.475,0.165,1.3875,"T4vgRGrjvx",0.3485,0.3095,"9"
"M",0.655,0.525,0.16,1.46,0.686,0.311,0.405,"11"
"F",0.655,0.53,0.165,"RjH6AfOqgW",0.583,0.1255,0.4,"8"
"F",0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,"12"
"M",0.66,0.515,0.2,1.6465,0.749,0.422,0.401,"11"
"M",0.675,0.515,0.145,"2I3HmhX7RG",0.6025,0.299,0.325,"10"
"M",0.685,0.53,0.17,"b290LqQLmY",0.647,"a00gSlzoyW",0.465,"11"
"M",0.715,0.52,0.18,1.6,0.708,0.3525,0.445,"12"
"M",0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,"12"
"I",0.175,0.125,0.04,0.028,0.0095,0.008,0.009,"4"
"I",0.37,"BLVnA7MDkA",0.095,0.226,0.1135,0.0515,0.0675,"8"
"I",0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,"5"
"I",0.42,0.325,0.11,0.325,0.1245,"lu21emQ6jB",0.1025,"7"
"I",0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,"8"
"I",0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,"8"
"F",0.51,0.375,"mceaiIpPW3","DJLzZxV7Nt",0.2865,0.118,0.148,"7"
"M",0.515,0.39,0.14,0.678,"nA9ET9cyvv",0.1325,0.119,"8"
"M",0.545,0.43,0.155,"p2A2yXN0FY",0.409,0.144,0.228,"7"
"F",0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,"9"
"M",0.58,0.45,0.16,0.8675,"mLnL0MNS9w",0.221,0.215,"9"
"F",0.59,0.465,0.17,"FTkZLLFsCn",0.4635,0.24,0.27,"10"
"M",0.6,0.46,0.18,1.14,0.423,0.2575,"wXZEWFYUaL","10"
"F",0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,"11"
"M",0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,"11"
"M",0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,"9"
"M",0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,"14"
"M",0.62,0.46,0.16,"xQMb23t33L",0.4915,0.2,0.228,"9"
"M",0.63,0.515,"AoFb9BEcQZ",1.385,"qnBg3P9ewv",0.2955,0.38,"11"
"F",0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,"12"
"F",0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,"9"
"F",0.655,0.455,0.17,1.275,0.583,0.303,0.333,"8"
"M",0.655,0.505,0.165,1.27,0.6035,0.262,0.335,"10"
"M",0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,"10"
"F",0.665,0.5,0.175,1.4355,0.643,0.345,0.37,"9"
"F",0.67,"sY5LAI5e5Y",0.195,1.42,0.573,0.368,0.3905,"10"
"M",0.69,0.53,0.19,1.5955,0.678,0.331,0.48,"10"
"M",0.715,0.525,0.2,1.89,0.95,0.436,0.4305,"10"
"F",0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,"13"
"I",0.27,0.205,0.05,0.084,0.03,0.0185,0.029,"6"
"I",0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,"7"
"I","Lim4hxQUsk",0.22,0.085,0.1285,0.0585,0.027,"1kTE4O6f1U","5"
"I","hDRVqx5eIL",0.225,0.075,0.1345,0.057,0.028,0.044,"5"
"I",0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,"5"
"I",0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,"6"
"I",0.37,0.275,0.095,0.257,0.1015,0.055,"gJZDtigIjO","6"
"I",0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,"8"
"I",0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,"6"
"I",0.44,0.34,0.105,0.344,0.123,"A4CJB1rH1v",0.125,"8"
"I",0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,"8"
"I",0.445,0.345,"xmWE5ujO1F",0.4035,0.169,0.0825,0.13,"7"
"I",0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,"9"
"I",0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,"8"
"I",0.47,0.345,0.12,0.3685,"BzonUZYdmQ",0.0615,0.125,"8"
"I",0.475,0.365,0.105,0.4175,0.1645,0.099,"09ZgOe7lHW","7"
"I",0.475,0.335,"w2SQSQzE9a",0.4425,0.1895,0.086,0.135,"9"
"I",0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,"9"
"I",0.485,0.365,0.125,0.426,0.163,0.0965,0.151,"8"
"I",0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,"9"
"I",0.515,0.405,0.13,0.573,0.213,0.134,0.195,"9"
"I",0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,"8"
"I",0.525,"IQBdtp5o22",0.125,0.657,0.2985,0.1505,0.168,"10"
"F",0.525,"f3Fw4h7dcv","G4JJbVUsbl",0.8735,0.4205,0.182,0.2225,"10"
"I",0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,"9"
"I",0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,"9"
"M",0.53,0.41,"17K7E0MXVY",0.769,0.346,"G7OwyxKkGE",0.215,"9"
"I",0.53,0.395,0.125,0.6235,0.2975,"8wBhdJkMvH",0.195,"11"
"M",0.535,0.405,0.14,0.7315,0.336,0.156,0.19,"7"
"I",0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,"10"
"M",0.545,0.41,0.14,0.737,0.349,0.15,0.212,"9"
"F",0.545,0.41,0.125,0.654,"UR1rNvhurP",0.1315,0.205,"10"
"I",0.55,"XHdDhiVv7Z","xwsLSAUmoz",0.7915,0.3535,0.176,0.236,"10"
"I",0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,"8"
"I",0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,"9"
"I",0.555,0.43,0.15,0.783,0.345,0.1755,0.247,"9"
"I",0.575,0.45,0.145,0.872,0.4675,0.18,0.217,"9"
"I",0.575,0.44,0.15,0.983,0.486,0.215,0.239,"8"
"F",0.585,0.42,0.155,1.034,0.437,0.2225,0.32,"11"
"F",0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,"10"
"I",0.585,0.46,0.14,0.7635,"Qn5bYcIJuF",0.153,0.265,"9"
"M",0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,"8"
"I",0.595,0.47,0.135,0.9365,0.434,0.184,0.287,"10"
"xBgudMQtyQ",0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,"10"
"F",0.595,0.46,0.155,1.0455,"i1pArlpomr",0.24,0.3085,"10"
"F",0.595,"wFS3vlsTRz",0.165,1.081,0.49,0.2525,0.279,"12"
"M",0.6,0.47,0.16,1.012,0.441,0.2015,0.305,"10"
"F",0.6,"CyFfjLE43h",0.16,1.122,0.5095,0.256,0.309,"10"
"M",0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,"11"
"F",0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,"10"
"M",0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,"10"
"F","XGr9h0O7uj",0.495,0.165,1.0835,0.4525,0.273,0.317,"9"
"M",0.615,0.47,0.175,1.242,0.5675,0.287,0.317,"11"
"M",0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,"11"
"M",0.62,0.525,0.155,1.085,0.454,0.1965,0.35,"10"
"I",0.62,0.47,0.155,"dDJy2hfGWV",0.447,0.171,0.284,"11"
"M",0.62,0.48,0.165,1.0855,0.481,"zd0JqdDBCo",0.305,"10"
"F","xuV9xbQNg1",0.485,0.135,1.3025,0.61,0.2675,0.3605,"14"
"xXA7ChiwBM",0.625,0.485,0.16,1.15,0.5255,0.257,"4EgXMLf6BM","11"
"I",0.63,0.49,0.17,1.217,0.5515,0.212,0.31,"11"
"F",0.63,0.505,0.195,1.306,0.516,0.3305,0.375,"9"
"M",0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,"13"
"M",0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,"12"
"M",0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,"11"
"M",0.65,0.495,0.17,1.276,0.6215,"t8XrPP3p5w",0.399,"11"
"M",0.65,0.495,0.16,1.2075,0.55,0.2695,"uMZ8xXqqrs","10"
"F",0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,"10"
"M",0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,"13"
"M",0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,"12"
"F",0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,"10"
"M",0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,"11"
"F",0.66,0.53,0.17,1.431,0.622,0.309,0.398,"10"
"M",0.66,0.51,0.18,1.261,0.5,0.2335,0.339,"10"
"F",0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,"11"
"F",0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,"11"
"M",0.67,0.54,0.195,"agYLnvYnxW",0.532,0.2735,0.3315,"11"
"F",0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,"9"
"F",0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,"11"
"M",0.675,0.51,0.17,"HaHdm6eEbo",0.809,0.318,0.341,"11"
"F",0.675,0.53,0.195,1.4985,0.62,0.375,0.425,"9"
"M",0.685,0.55,0.19,1.885,0.89,0.41,0.4895,"10"
"M",0.685,0.535,0.175,1.432,0.637,"EYAHoqdaBK",0.46,"11"
"M",0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,"11"
"F",0.705,0.53,0.17,1.564,0.612,0.394,0.44,"10"
"M",0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,"11"
"F",0.725,0.56,0.185,1.792,0.873,0.367,0.435,"11"
"M",0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,"11"
"I",0.235,0.13,0.075,"PnuL9GsxGJ",0.0685,0.037,0.0465,"5"
"I",0.35,0.25,0.1,"2A3XRdZVDI",0.1725,0.063,0.1255,"7"
"I",0.36,0.25,0.115,0.465,0.21,0.1055,0.128,"7"
"I",0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,"7"
"F",0.38,0.32,0.115,0.6475,0.323,0.1325,"lQ75jAQl3a","7"
"M",0.43,0.31,0.13,0.6485,"mGl8kGM2Gm",0.163,0.184,"9"
"I",0.465,0.36,0.105,0.452,0.22,0.159,0.1035,"9"
"I",0.47,0.355,"eSwuPUwi8q",0.4915,0.1765,0.1125,0.1325,"9"
"F",0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,"7"
"M",0.495,"Q6WvjaFu89",0.155,0.976,0.45,0.2285,0.2475,"9"
"I",0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,"8"
"M",0.505,"1ZYueQBaD2",0.15,0.775,0.3445,0.157,0.185,"7"
"I",0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,"10"
"M",0.51,0.38,0.135,"QMET5PsqBc",0.3435,0.142,0.17,"9"
"M",0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,"9"
"F",0.55,0.415,0.18,1.1655,0.502,0.301,0.311,"9"
"lV9BhUUOXC",0.575,0.42,0.19,1.764,0.914,0.377,"gLc71ltrk9","10"
"M",0.605,0.455,0.16,1.1215,0.533,0.273,0.271,"10"
"M",0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,"10"
"M",0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,"9"
"M",0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,"10"
"M",0.625,0.47,0.15,1.124,0.556,0.2315,0.287,"9"
"F",0.635,0.505,0.17,1.2635,0.512,0.322,0.355,"9"
"F",0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,"9"
"F",0.65,0.5,0.17,1.4045,0.694,0.318,"g0NfcGzYiI","11"
"F",0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,"12"
"F","Oq1uqVbBlY",0.525,0.205,"5XG1l6qIzp",0.819,0.4025,0.4525,"13"
"F",0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,"12"
"I",0.275,0.205,0.065,0.101,0.041,0.021,0.034,"5"
"I",0.285,0.205,0.07,0.106,0.039,0.0285,0.034,"5"
"I",0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,"7"
"I",0.385,0.29,0.1,0.2575,"3khQ8CV3AH",0.061,0.086,"6"
"I",0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,"6"
"I",0.43,0.33,0.095,0.32,0.118,0.065,0.123,"7"
"I",0.435,0.375,0.11,0.4155,0.17,0.076,0.145,"8"
"I",0.45,0.335,0.115,"WThk2siQ42",0.195,0.071,0.11,"7"
"EpWMnQQl2Q",0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,"8"
"I",0.475,0.36,0.11,0.452,0.191,0.099,0.13,"8"
"I",0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,"8"
"I",0.51,0.395,0.105,0.5525,0.234,0.127,0.165,"8"
"I",0.515,0.39,0.12,0.565,0.235,0.135,0.179,"9"
"I",0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,"10"
"I",0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,"9"
"M",0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,"9"
"M",0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,"9"
"M",0.53,0.42,0.135,0.675,0.294,0.156,0.1825,"10"
"I",0.53,0.395,0.115,0.475,0.2025,"V5TBe7ZFxv",0.148,"8"
"I",0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,"11"
"I",0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,"10"
"I",0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,"9"
"F","PdhI2udnhM",0.44,0.14,0.846,0.346,0.1715,0.2735,"10"
"M",0.555,0.46,0.16,0.86,"3YvoNsbFvQ",0.1935,0.275,"10"
"M",0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,"9"
"F",0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,"9"
"I",0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,"9"
"I",0.575,"n5DDXRlSVk",0.145,0.795,0.364,0.1505,0.26,"10"
"M",0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,"9"
"F",0.575,0.46,0.15,0.927,0.333,0.207,0.2985,"9"
"I","pmgOvJpbgh",0.42,0.14,0.701,0.3285,0.102,0.2255,"9"
"M",0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,"8"
"F",0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,"13"
"M","Chzy5k7JlH",0.47,0.145,0.9565,0.4025,0.2365,0.265,"9"
"I",0.59,0.45,0.125,0.86,0.437,0.1515,0.245,"9"
"M",0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,"10"
"M",0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,"10"
"M",0.615,0.455,0.13,0.9685,0.49,0.182,"u0GPDFTcJx","10"
"F",0.62,0.5,0.175,1.107,0.4895,0.24,0.343,"11"
"I",0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,"12"
"M",0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,"11"
"ogEIzSvzqM",0.625,0.495,0.155,1.177,0.5055,0.278,0.345,"9"
"M",0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,"10"
"M",0.63,"Cn4zTQmTLW",0.16,1.09,0.407,0.224,"axz6WPWBcQ","12"
"F",0.63,0.475,0.15,1.072,0.433,0.2975,0.315,"8"
"F",0.645,0.51,0.155,1.129,0.5015,0.24,0.342,"10"
"F",0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,"10"
"F",0.65,0.495,0.175,1.227,0.528,0.258,0.37,"11"
"F",0.655,0.52,0.175,1.472,0.6275,0.27,0.45,"13"
"F",0.665,0.525,0.18,1.5785,0.678,0.229,0.456,"14"
"M",0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,"10"
"M",0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,"12"
"F",0.675,0.54,0.21,1.593,0.686,0.318,0.45,"11"
"M",0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,"13"
"F",0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,"10"
"F",0.705,0.56,0.17,1.4575,0.607,0.318,0.44,"11"
"M",0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,"12"
"I",0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,"3"
"I",0.305,0.23,0.075,0.1455,0.0595,0.0305,"eAWsQZVcGy","6"
"I","PtEYw5vrPK",0.23,0.06,0.129,0.0615,0.0275,0.0355,"7"
"I",0.355,0.27,0.1,0.2255,0.11,"UgK3PJti6r",0.064,"7"
"M",0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,"9"
"I",0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,"8"
"F",0.45,0.365,0.115,"WItqGAkv42",0.318,0.121,"ympG4oymTh","8"
"M",0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,"10"
"F",0.52,0.375,0.135,0.5375,0.221,0.117,0.17,"8"
"I",0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,"8"
"M",0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,"9"
"F",0.61,"mh5X6TYTph",0.17,1.137,0.4605,0.2825,0.344,"12"
"I",0.35,0.26,0.095,0.221,0.0985,0.043,0.07,"8"
"I",0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,"6"
"I",0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,"8"
"M",0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,"8"
"M",0.475,0.385,0.12,0.562,0.289,0.0905,0.153,"8"
"JKDzRuttlh",0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,"9"
"M",0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,"8"
"M",0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,"10"
"M","lSfrttxLgc",0.46,0.155,1.03,"e1wmhxodZl",0.207,0.3305,"10"
"F",0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,"9"
"F",0.615,0.455,"9qBLvTKTGP",1.059,0.4735,0.263,0.274,"9"
"M",0.62,0.46,0.17,1.127,0.535,0.2635,0.296,"7"
"M",0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,"11"
"F",0.68,0.52,"nsEvu9Pn1a",1.541,0.5985,0.395,0.4575,"10"
"M",0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,"11"
"M",0.68,0.52,0.175,1.543,0.7525,0.351,"QYZ8NamU2s","11"
"F",0.71,0.555,0.17,1.47,0.5375,0.38,"gaDgdt6q9f","12"
"M",0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,"14"
"F",0.545,0.42,0.175,0.754,0.256,0.1775,0.275,"10"
"F",0.46,0.365,0.115,0.4485,0.165,0.083,0.17,"14"
"M",0.535,0.41,0.15,0.8105,0.345,0.187,0.24,"11"
"M","NbWOLIXaNX",0.26,0.075,0.22,0.0855,0.04,0.085,"6"
"F",0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,"7"
"M",0.41,"M54S02uiqR",0.1,"HYR7ZiDVbb",0.146,0.072,0.105,"9"
"I",0.17,0.105,0.035,0.034,0.012,0.0085,0.005,"4"
"I",0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,"8"
"M",0.52,0.425,0.125,0.79,0.372,0.205,0.19,"8"
"F",0.53,0.41,0.145,0.8255,0.375,0.204,0.245,"9"
"M",0.5,0.42,0.125,0.62,0.255,0.15,0.205,"11"
"F",0.615,0.475,"jdLb7F6Hhz",0.9525,0.3915,0.195,0.32,"9"
"M",0.575,0.45,0.16,0.955,0.44,0.1685,0.27,"16"
"M",0.57,0.45,0.155,0.91,0.326,0.1895,0.355,"14"
"M",0.455,0.35,0.105,0.416,0.1625,0.097,0.145,"11"
"I",0.37,0.275,0.085,0.2045,0.096,0.056,0.08,"6"
"M",0.445,0.37,0.125,0.515,0.2495,0.087,0.159,"9"
"F",0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,"14"
"M",0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,"6"
"F",0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,"7"
"M",0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,"10"
"4MgGwH5IQy",0.55,0.41,0.15,0.785,0.282,0.186,0.275,"12"
"F",0.57,0.465,0.155,0.9685,0.446,0.261,0.255,"9"
"F",0.485,0.4,0.155,0.731,0.236,0.183,0.255,"11"
"M",0.41,0.335,"SBXzwcQF6Z",0.4405,0.19,0.085,0.135,"8"
"I",0.335,0.255,0.085,0.1785,"ITNRrA18bo",0.0405,0.055,"9"
"M",0.655,0.515,0.2,1.373,0.443,0.3375,0.49,"16"
"F",0.565,0.45,0.165,0.9765,0.322,0.244,0.37,"12"
"F",0.57,0.44,0.19,1.018,"fIcBFAxDc9",0.207,0.265,"9"
"F",0.55,0.465,0.15,1.082,0.3575,0.194,0.19,"14"
"F","n91sTDohaH",0.475,0.175,1.423,0.4155,0.3385,0.49,"14"
"M",0.475,0.37,0.125,0.655,0.266,0.1725,0.185,"10"
"F",0.655,0.5,0.18,1.4155,0.508,0.314,0.445,"18"
"I",0.32,"qfvwc8pKBl",0.065,0.1385,0.058,0.0225,0.05,"5"
"M",0.525,0.395,0.165,0.782,0.285,0.1405,0.285,"19"
"F",0.525,0.43,0.165,0.717,0.289,0.1745,0.195,"10"
"F",0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,"15"
"F",0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,"8"
"F",0.49,0.385,0.16,0.656,0.2455,"Fc6TOo37nW",0.205,"9"
"M",0.545,0.44,0.165,0.744,0.2875,0.204,0.25,"15"
"F",0.45,0.36,0.11,0.447,0.203,0.082,0.13,"12"
"F",0.515,0.4,0.115,0.578,"wjtXUUc08B","SAlS6cijv1",0.17,"9"
"I",0.33,0.25,0.075,0.1405,0.056,0.035,0.05,"5"
"F",0.525,0.41,0.15,0.708,0.274,0.151,0.25,"12"
"M",0.295,0.225,0.09,0.1385,0.048,0.046,0.05,"9"
"M",0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,"16"
"F",0.645,"3y1moyuYGb",0.225,1.626,0.587,0.4055,0.41,"15"
"M",0.45,0.355,0.115,0.478,0.18,0.1185,0.155,"10"
"F",0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,"15"
"I",0.38,0.3,0.1,0.286,0.1305,0.056,0.09,"7"
"F",0.565,0.455,0.13,1.058,"P6jcM5Doi0",0.2645,0.3,"10"
"F",0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,"15"
"M",0.54,"l5wSVLS0WV",0.12,0.817,0.2945,0.153,0.195,"10"
"I",0.29,0.225,0.075,0.152,0.071,0.059,0.045,"9"
"I",0.41,"3C5lCdDXCP",0.105,"dGkoGh5kzf",0.1525,0.074,0.11,"7"
"F",0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,"7"
"F","QqbrCViP52",0.44,0.155,0.9705,0.4315,0.263,0.255,"9"
"F",0.575,0.45,0.1,0.9315,0.431,0.222,0.235,"12"
"M",0.62,0.5,0.2,"UKR4LfkmAd",0.4605,0.263,0.43,"12"
"M",0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,"16"
"F",0.56,0.46,0.18,0.97,0.342,0.196,0.355,"12"
"F",0.5,0.4,0.15,0.8085,0.273,0.112,0.295,"13"
"I",0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,"9"
"M",0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,"12"
"F",0.595,0.5,0.18,1.053,0.4405,0.192,0.39,"13"
"M",0.76,0.575,0.19,1.829,0.7035,0.386,0.56,"14"
"F",0.615,0.5,0.165,1.1765,0.488,0.244,0.345,"17"
"F",0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,"10"
"I",0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,"4"
"M",0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,"15"
"F",0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,"12"
"TXbVjzz5yk",0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,"4"
"M",0.635,0.48,0.235,1.064,0.413,0.228,0.36,"16"
"M",0.575,0.47,0.165,0.853,0.292,0.179,0.35,"16"
"M",0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,"6"
"aPkGMl5Bju",0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,"4"
"I",0.48,0.39,0.15,0.6275,0.276,0.134,0.185,"13"
"I",0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,"9"
"0a5l2cThD3",0.455,0.375,0.125,0.458,0.1985,0.111,0.12,"10"
"M",0.455,0.355,0.135,0.4745,0.1865,"9B5sfoFALt",0.168,"13"
"I",0.355,0.27,0.1,0.216,0.083,0.037,0.075,"10"
"I",0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,"15"
"I",0.54,0.4,0.145,0.757,0.315,0.181,"miNdbkQJog","11"
"I",0.52,0.39,0.14,"aAdxvR35uP",0.2415,0.144,0.26,"19"
"I",0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,"11"
"F",0.52,0.41,0.16,0.712,0.2845,"Creb08nC1h",0.225,"10"
"I",0.615,"QFd1aielMp",0.19,1.066,0.4335,0.226,0.33,"13"
"F",0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,"18"
"I",0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,"11"
"M",0.295,0.23,0.085,0.125,0.042,0.0285,0.043,"8"
"M",0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,"10"
"I",0.525,0.4,0.14,0.6955,"AyGUEPIma7",0.16,0.253,"10"
"M",0.395,0.28,0.08,0.266,0.0995,0.066,0.09,"12"
"F",0.5,0.4,0.165,0.7105,0.27,"l9kDqqJxr8",0.225,"20"
"F",0.47,"5yamlkx4EU",0.115,0.487,0.1955,0.127,"PeEWiMYqlF","8"
"I",0.58,0.42,0.16,0.728,0.2725,0.19,0.19,"14"
"I",0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,"12"
"I",0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,"10"
"F",0.65,0.515,0.215,1.498,0.564,0.323,"wC0Frs0Oo5","16"
"F",0.67,0.535,0.185,1.597,0.6275,0.35,0.47,"21"
"I",0.55,0.44,0.165,0.8605,0.312,0.169,0.3,"17"
