"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","","","","Politician","","","",73.0
"","Canadian singer","","Canada","",1926.0,"","",89.0
"","","","Ireland","","","","",97.0
"","","","","","","","",68.0
"","","","","","","","",79.0
"","","","","","","","",55.0
"","","","","","","","",82.0
"","","","","","","","",65.0
"","","","","","","","",47.0
"","","","","","","","",66.0
"","","","United States of America; Poland; France","","","","",94.0
"","","","","","","","",71.0
"","","","","","","","",70.0
"","Chinese calligrapher (1829-1884)","","","","","","",55.0
"","","","","","","","",57.0
"","","","","Researcher","","","",75.0
"","","","","","","","",35.0
"","","","","","","","",80.0
"","German rector and university teacher (1871-1945)","","","","","","",74.0
"","","","","","","","",67.0
"","","","","","","","",48.0
"","","","","","","","",88.0
"","","","","","","","",56.0
"","","","Byzantine Empire","","","","",80.0
"","","","","","","","",50.0
"","","","","","","","",64.0
"","","","","","",1525.0,"",38.0
"","","","","","","","",40.0
"","","","","","","","",48.0
"","","","","","","","",59.0
"","","","","","","","",69.0
"","","","","","","","",79.0
"","","","","","","","",64.0
"","","","","","","","",65.0
"David Di Tommaso","","Male","","Athlete","",2005.0,"",26.0
"","","","Germany","","","","",82.0
"","","","","","","","",68.0
"","","","","","","","",83.0
"","","","","","","","",108.0
"","","","","","","","",92.0
"","","","","","","","",86.0
"","","","","","","","",73.0
"","","","","","","","",44.0
"","","","","","","","",87.0
"","","","","","","","",63.0
"","","","","","","","",74.0
"","","","","","","","",83.0
"","","","","","","","",48.0
"","","","","Athlete","","","",64.0
"","","Male","","","","","",92.0
"","","","","","","","",49.0
"","","","","","","","",92.0
"","","","","","","","",66.0
"","","","","","","","",83.0
"","","","","",1500.0,"","",63.0
"","","","","","","","",63.0
"","","","","","","","",63.0
"","","","","","","","",50.0
"","","","","","","","",76.0
"","","","United States of America","","","","",92.0
"","","","","","","","",76.0
"","","","","","","","",98.0
"","","","","","","","",85.0
"","","","","","","","",82.0
"","","Male","","","","","",94.0
"","","","","","","","",80.0
"","","","","",1872.0,"","",71.0
"","","","","Politician","","","",54.0
"","","","","","","","",84.0
"","","","","","","","",87.0
"","English footballer and manager (1921-2006)","","","","","","",85.0
"","","","","","","","",73.0
"","","","","","","","",58.0
"","","","","","","","",70.0
"","","","","","","","",71.0
"Felice Orsini","","","Papal States","","","","",39.0
"","","","","","","","",22.0
"","","","Kingdom of the Netherlands","","","","",63.0
"","","","","","","","",81.0
"","","","","","","","",76.0
"","","Male","","","","","",69.0
"","","","","","","","",88.0
"","","","","","","","",39.0
"","","","","","","","",75.0
"","Prince of France (1869-1926)","","","","","","",57.0
"","","","","","","","",95.0
"","","","","","","","",61.0
"","","","","Athlete","","","",83.0
"","","","","",1890.0,"","",64.0
"","","","","","","","",61.0
"","","","","Artist","","","natural causes",82.0
"","","","","","","","",77.0
"","American bishop","","","","","","",68.0
"","","","","","","","",86.0
"","","","","","","","",83.0
"","","","","","","","",85.0
"","","","","","","","",79.0
"","","","","","","","",77.0
"","","","","","","","",66.0
"","American politician (1773–1844)","","","","",1844.0,"",71.0
"","","","","","","","",86.0
"","","","","","","","",91.0
"","","","","","","","",76.0
"","","","","","","","",52.0
"","","","","","","","",63.0
"","","","","","","","",62.0
"","American politician (1739-1813)","","","","","","",74.0
"","","","","","","","",67.0
"","","","","","","","",77.0
"","","","","","","","natural causes",53.0
"","","Male","","","","","",89.0
"","","","","","","","",62.0
"","","","","","","","",29.0
"","","","","","","","",70.0
"","","","","","","","",29.0
"","","","","","","","",70.0
"","","","","","","","",63.0
"","","","","","","","",87.0
"","","","","","","","",78.0
"","Brazilian historian","","","","","","",62.0
"","","","","","","","",84.0
"","Italian banker (1489-1538)","","","","","","",49.0
"","","Male","","Rabbi","","","",64.0
"","","","","","","","",70.0
"","","","","","","","",49.0
"","","","","","","","",43.0
"","","","","","","","",62.0
"","American soul singer","","","","",2003.0,"",57.0
"","","","","","",2008.0,"",83.0
"","","","","","","","",45.0
"","","","","","","","",24.0
"","","","","","","","",50.0
"","","Male","","","","","",44.0
"","","","","","","","",57.0
"","","","","","","","",50.0
"","","","France","","","","",36.0
"","","","","","","","",88.0
"","","","","","","","",62.0
"","","","","","","","",66.0
"","","","","","","","",75.0
"","","","Czech Republic","","","","",58.0
"","","","","","","","",94.0
"","","","","Artist","","","",73.0
"","","","","","","","",53.0
"","","","","","","","",57.0
"","","","","","",1974.0,"",69.0
"","Librarian of Congress (1768-1819)","","","","","","",51.0
"","","","","","","","",25.0
"","","","","","","","",87.0
"","","","","","","","",87.0
"","","","United States of America","","","","",69.0
"","","","","","","","",80.0
"","","","","","","","",64.0
"","","","","",1937.0,"","",76.0
"Gu Jiegang","","","","","","","",87.0
"","","Male","","","","","",87.0
"","","Male","","","","","",61.0
"","","Male","","","","","",86.0
"","","","","","","","",60.0
"","","","","","","","",82.0
"","","","","","","","",59.0
"","","","","","","","",61.0
"","","","","","","","",81.0
"","","","","","","","",90.0
"","","","","","","","",74.0
"","","","","","",1905.0,"",57.0
"","","","","Athlete","","","",55.0
"","","","","","","","",72.0
"","","","","","","","",72.0
"","","","","","","","",76.0
"","","","","",1883.0,"","",73.0
"","","","","","","","",67.0
"","","","Germany","","","","",73.0
"","English footballer","","","","","","",30.0
"","","","","","","","",87.0
"Tim Birkin","","","","","","","",37.0
"Arthur Dizier","","","","","","","",26.0
"Isaac Tichenor","","Male","","","","","",84.0
"","","","","","","","",76.0
"","","","","","","","",80.0
"","","","","","","","",92.0
"","","","","","","","",54.0
"","","","","","","","",79.0
"","","","","","","","",70.0
"","","","","","","","",39.0
"Lu Rongting","","","","","","","",69.0
"","","","","","","","",80.0
"","","","","","",2001.0,"",89.0
"","","Male","","","","","",77.0
"","","","","","","","",61.0
"","","","","","","","",75.0
"","Italian Roman Catholic bishop and cardinal","","","","","","",41.0
"","","Male","","","","","",93.0
"","","","","","",1901.0,"",83.0
"","","","","","","","",87.0
"","","","","","","","",76.0
"","","","","","","","",60.0
"","","","","","","","",81.0
"","Chinese diplomat (1871-1949)","","","",1871.0,"","",78.0
"","","Male","","","","","",79.0
"","","","","Religious figure","","","",57.0
"","","","Switzerland","","","","",74.0
"","","","","","","","",71.0
"","","","","","","","",63.0
"","","","","","","","",73.0
"","","Male","","","","","",87.0
"","","","","","","","",81.0
"","","","","","","","",43.0
"","","","","","","","",78.0
"","","","","","","","",73.0
"","","","","","","","",74.0
"","","","","","","","",53.0
"","","","","","","","",50.0
"","","","Soviet Union; Russian Empire","","","","",75.0
"","","","","","","","",28.0
"","","","","","","","",74.0
"","","","","",1888.0,"","",71.0
"Mykola Vasylenko","","","Soviet Union; Russian Empire; Ukrainian Soviet Socialist Republic; Russian Republic; Ukrainian People's Republic; Ukrainian State","","","","",69.0
"John Ireland","","","","","","","",69.0
"","","","","","",1795.0,"",40.0
"","","","","","","","",61.0
"","British geologist","","","","","","",62.0
"","","","","","","","",70.0
"","","","","","","","",63.0
"","","","","",1940.0,"","",41.0
"","","","","","","","",35.0
"","","","","","","","",73.0
"","","","","","","","",45.0
"Arthur Enk","","","Germany","","","","",82.0
"","","","","","","","",76.0
"","","Male","","Researcher","","","",69.0
"","","","","","","","",67.0
"Arthur Ernest Gordon","","","","","","","",87.0
"","","","United States of America","",1883.0,1956.0,"",73.0
"Knut Steen","","","","","","","",87.0
"","","","","","","","",59.0
"","","","","",1550.0,"","",33.0
"","","","","","","","",72.0
"Arthur Streeton","","","","","","","",76.0
"","","","","","","","",63.0
"","","","","","","","",44.0
"","","","","","","","",50.0
"","","","","","","","",83.0
"","","","","","","","",71.0
"","","","","",1894.0,"","",66.0
"","","","","","","","",53.0
"","","","","","","","",69.0
"","","","","","","","",76.0
"","","Male","","","",1907.0,"",75.0
"","","","","","","","",81.0
"","","","","","","","",93.0
"","","","","","","","",63.0
"","","Male","","","","","",84.0
"","","Male","","","","","",92.0
"","","","","","","","",69.0
"","","","","","","","",79.0
"","","","","","","","",80.0
"","","","","","","","",63.0
"","","","","","","","",81.0
"","","","","","","","",69.0
"","Polish microbiologist","","","","","","",69.0
"","","","","","","","",60.0
"","","","","","","","",70.0
"","","","","",1857.0,"","",72.0
"","American composer","","","","","","",83.0
"","","","","","","","",65.0
"","","","","","","","",82.0
"","","","","","","","",74.0
"","","","","","","","",81.0
"Lucien Gaulard","","","","","","","",38.0
"","","","","","","","",85.0
"","","","","","","","",57.0
"","","","","Artist","","","",76.0
"","","","","","","","",73.0
"","","","","","","","",91.0
"","","","","","","","",31.0
"","","","France","","","","",83.0
"","","","","","","","",60.0
"","","","","",1853.0,"","",84.0
"","","","","","","","",90.0
"","","","Denmark","","","","",83.0
"","","","","","","","",69.0
"","","","","","","","",95.0
"","","Male","","","","","",82.0
"","","","","",1899.0,"","",81.0
"","","","","","","","",86.0
"","","Male","","","","","",61.0
"","","","","","","","",55.0
"Michal Dočolomanský","","","","","",2008.0,"",66.0
"","","","","","","","",91.0
"","","Male","","","","","",79.0
"","schrijver uit Keizerrijk Rusland (1789-1881)","","","","","","",88.0
"","","","","","","","",82.0
"","","","","","","","",55.0
"","","","Germany","","","","",83.0
"","","","","",1880.0,"","",68.0
"","","","","","","","",47.0
"","","","","","","","",67.0
"","","","","","","","",54.0
"","","","Russia; Soviet Union","","","","",74.0
"","","","","","","","",59.0
"","American filmmaker and photographer","","United States of America","","","","",80.0
"","","","","","","","",77.0
"","","","","","","","",68.0
"","","","","","","","",69.0
"","Chinese artist during the Song Dynasty (1045-1105)","","","","","","",60.0
"","","","","Artist","","","",66.0
"","","","","","","","",71.0
"","","","","Politician","","","",65.0
"","","","","Serial killer; criminal","","","",36.0
"","","","","","","","",91.0
"","","","","","","","",86.0
"Arthur George Murchison Fletcher","","","","","","","",76.0
"","","","","","","","",57.0
"","","","","","","","",68.0
"","","","","Artist","","","",80.0
"","","","","","","","",80.0
"","","","","","","","",47.0
"","","Male","","","","","",93.0
"","","","United States of America","","","","",99.0
"","","","","","","","",89.0
"","","","","","","","",65.0
"","","Male","Taiwan","","","","",64.0
"","","","","","","","",48.0
"","","","","Artist","","","",80.0
"","","","","","","","",89.0
"","","","","","","","",86.0
"","","","","","","","",82.0
"","","","","","","","",57.0
"","","","","","","","",39.0
"","","","","","","","",42.0
"","","","","","","","",47.0
"","","","","","","","",78.0
"","","","","","","","",74.0
"","","","","","","","",64.0
"","","","","","","","",72.0
"","","","","","","","",60.0
"","","","","","","","",38.0
"","","","","","",1963.0,"",61.0
"","","","","","","","",82.0
"","","","","","",1917.0,"",80.0
"","","","","","","","",82.0
"","","","","","","","",58.0
"","","","","","","","",77.0
"","","","","","","","",57.0
"","","","","","","","",88.0
"","","","","","","","",87.0
"","","","","","",1996.0,"",94.0
"","","","","","","","",42.0
"","","","","","","","",69.0
"","","","","Artist","","","",65.0
"","","","","","","","",82.0
"","Hong Kong / Taiwanese film director","","","","","","",79.0
"","","","","","","","",65.0
"","","","","","","","",54.0
"","","","","","","","",66.0
"","","","","","","","",67.0
"","","","","Artist","",1989.0,"",46.0
"","","","","","","","",56.0
"","German politician (1902-1985)","","","Politician",1902.0,"","",83.0
"","","","","","","","",73.0
"","","","","","","","",79.0
"","","","","","","","",65.0
"","","Male","","","","","",55.0
"","","","","","","","",20.0
"","","","","","","","",68.0
"","German chemist","","","","","","",67.0
"","German politician (1902-1986)","","","","","","",84.0
"","","","","","",1963.0,"",83.0
"","American film and television director, producer, screenwriter and editor","","","","","","",69.0
"","","","","","","","",69.0
"","","","","","","","",70.0
"","","","","Politician","","","",98.0
"","","","","","","","",35.0
"","","","","","",2004.0,"",89.0
"","","","","","","","",68.0
"","","","","","","","",90.0
"","","","","","",1957.0,"",71.0
"","","","","","","","",91.0
"","","","","","","","",66.0
"","","","","","","","",95.0
"","","","","","","","",58.0
"","","","","","","","",74.0
"","","","","","","","",83.0
"","","","","","","","",27.0
"","","","","","","","",35.0
"","","","","","","","",48.0
"","","","","","","","",33.0
"","","","","","","","",92.0
"","","","","Artist","","","",60.0
"","","","","","","","",54.0
"","North Korean Army Marshal (1921-2015)","","","","","","",94.0
"","","","Denmark","","","","",62.0
"Arthur Hartmann","","","","","","","",82.0
"","","","","","","","",68.0
"","","Male","England","","","","",70.0
"","","","","","","","",91.0
"","","","","","","","",62.0
"","","","","","",1908.0,"",64.0
"","","","","","","","",60.0
"","","","Grenada","",1935.0,"","",78.0
"","","","","","","","",71.0
"","","","","","","","",54.0
"","","","","","","","",83.0
"","","","","","","","",82.0
"","German politician (1893-1963)","","","","","","",70.0
"","","","","","","","",79.0
"","","","","","","","",81.0
"","","","","","","","",75.0
"","","","","","","","",90.0
"","","Male","","","","","",77.0
